id,kingdom,phylum,class,order,family,genus,species,counts,effective_length,sample
KX236167.1.1418,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Paenibacillus sp. 1ZS3-15,2,1,T1B5
KX290158.1.1483,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas koreensis,48,1,T1B5
KX417122.1.1390,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,Psychrobacter alimentarius,5,1,T1B5
KX443770.1.1509,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Diaphorobacter,uncultured bacterium,3,1,T1B5
KX505059.1.1453,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales Incertae Sedis,uncultured,uncultured bacterium,3,1,T1B5
KX507845.1.1493,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Massilia,uncultured bacterium,1,1,T1B5
KX507924.1.1492,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Noviherbaspirillum,uncultured bacterium,16,1,T1B5
KX507936.1.1495,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Delftia,uncultured bacterium,1,1,T1B5
KX508025.1.1492,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Noviherbaspirillum,uncultured bacterium,141,1,T1B5
KX508060.1.1492,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Noviherbaspirillum,uncultured bacterium,6,1,T1B5
KX508090.1.1492,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Noviherbaspirillum,uncultured bacterium,9,1,T1B5
KX508144.1.1495,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Noviherbaspirillum,uncultured bacterium,4,1,T1B5
KX508177.1.1492,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Noviherbaspirillum,uncultured bacterium,4,1,T1B5
KX508949.1.1490,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Pelomonas,uncultured bacterium,1,1,T1B5
KX509687.1.1496,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Ramlibacter,uncultured bacterium,1,1,T1B5
KX622732.1.1408,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,alphaI cluster,Alsobacter sp.,2,1,T1B5
KX672541.1.1394,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Burkholderia-Caballeronia-Paraburkholderia,uncultured Burkholderia sp.,1,1,T1B5
KX672549.1.1394,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Burkholderia-Caballeronia-Paraburkholderia,uncultured Burkholderia sp.,2,1,T1B5
KX672768.1.1394,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Burkholderia-Caballeronia-Paraburkholderia,uncultured Burkholderia sp.,4,1,T1B5
KX753361.1.1477,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Acidovorax,Acidovorax sp.,3,1,T1B5
KY053191.1.1430,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Bacteroidetes bacterium,3,1,T1B5
KY114789.1.1320,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Spirosomaceae,Runella,Runella slithyformis,9,1,T1B5
KY117472.1.1409,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,Brevundimonas sp.,1,1,T1B5
KY117528.1.1455,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Devosia,Devosia sp.,14,1,T1B5
KY117529.1.1428,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Devosia,Devosia sp.,47,1,T1B5
KY117530.1.1484,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Ramlibacter,Ramlibacter sp.,3,1,T1B5
KY122001.1.1481,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Caenimonas,Caenimonas sp.,34,1,T1B5
KY176943.1.1520,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Ramlibacter,Ramlibacter sp.,3,1,T1B5
KY176987.1.1509,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Ideonella,Ideonella sp.,21,1,T1B5
KY190552.1.1415,Bacteria,Proteobacteria,Alphaproteobacteria,Reyranellales,Reyranellaceae,uncultured,uncultured bacterium,28,1,T1B5
KY190619.1.1456,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Rhizobacter,uncultured bacterium,1,1,T1B5
KY228964.1.1510,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp.,1,1,T1B5
KY405880.1.1467,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,Psychrobacter sp.,2,1,T1B5
KY445662.1.1425,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Afipia,Bradyrhizobium sp.,1,1,T1B5
KY511076.1.1468,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas moraviensis,15,1,T1B5
KY515410.1.1443,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Paenibacillus sp.,1,1,T1B5
KY542119.1.1547,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp.,2,1,T1B5
KY612279.1.1547,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium,Microbacterium phyllosphaerae,3,1,T1B5
KY680670.1.1402,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp.,26,1,T1B5
KY867528.1.1522,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Aeromonas diversa,298,1,T1B5
KY966260.1.1444,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis,Sphingopyxis contaminans,47,1,T1B5
L11663.1.1462,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Nitrobacter,Nitrobacter hamburgensis,1,1,T1B5
LASD01000001.784550.786083,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Burkholderia-Caballeronia-Paraburkholderia,Burkholderia contaminans LMG 23361,11,1,T1B5
LC002525.1.1493,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Ideonella,Ideonella sakaiensis,50,1,T1B5
LC005599.1.1460,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Kaistiaceae,Kaistia,Kaistia sp. TBD058,6,1,T1B5
LC026846.1.1405,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,uncultured bacterium,,,1,1,T1B5
LC094490.1.1436,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Porphyrobacter,Porphyrobacter sp. S12,2,1,T1B5
LC096238.1.1510,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus parafarraginis,3,1,T1B5
LC133755.1.1507,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,Stenotrophomonas sp. JCM 28724,4,1,T1B5
LC191531.1.1387,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Duganella,Duganella radicis,2,1,T1B5
LC217390.1.1383,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,alpha proteobacterium BIWA03,4,1,T1B5
LC217391.1.1428,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,alpha proteobacterium BIWA04,3,1,T1B5
LC217393.1.1433,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,alpha proteobacterium BIWA06,5,1,T1B5
LC217394.1.1420,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,alpha proteobacterium BIWA07,29,1,T1B5
LC260009.1.1469,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Aeromonas veronii,222,1,T1B5
LF133407.1.1469,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Blastomonas,Blastomonas natatoria,25,1,T1B5
LF134270.1.1467,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium,Microbacterium oxydans,3,1,T1B5
LF134655.1.1432,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Tabrizicola,Rhodobacter sp. oral taxon C30,2,1,T1B5
LJID01000021.405.1941,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Leptothrix,beta proteobacterium AAP121,2,1,T1B5
LK392852.1.1395,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Hydrogenophaga,uncultured bacterium,3,1,T1B5
LKJR01000003.619.2055,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Aeromonas veronii,1,1,T1B5
LKKC01000060.2089.3634,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Aeromonas veronii,1211,1,T1B5
LMGF01000003.389554.391050,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis,Sphingopyxis sp. Root1497,6,1,T1B5
LMGZ01000002.28469.29957,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Devosia,Devosia sp. Root635,4,1,T1B5
LMLY01000027.291008.292544,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Acidovorax,Acidovorax sp. Leaf76,86,1,T1B5
LMLZ01000024.282549.284089,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Acidovorax,Acidovorax sp. Leaf78,318,1,T1B5
LMMC01000001.887917.889453,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Acidovorax,Acidovorax sp. Leaf84,14,1,T1B5
LN562775.1.1390,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,0319-6G20,uncultured bacterium,,3,1,T1B5
LN568102.1.1318,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Mesorhizobium,uncultured bacterium,5,1,T1B5
LN613129.1.1440,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Rhodocyclaceae,Zoogloea,Zoogloea oleivorans,4,1,T1B5
LN870921.1.1394,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Rhodoferax,uncultured bacterium,2,1,T1B5
LNJR01000002.2159543.2161079,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Burkholderia-Caballeronia-Paraburkholderia,Burkholderia sp. BDU19,3,1,T1B5
LOTU01000048.402370.403905,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Burkholderia-Caballeronia-Paraburkholderia,Burkholderia cepacia,10,1,T1B5
LSHM01000028.4062.5530,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Blastomonas,Blastomonas sp. CCH9-A1,27,1,T1B5
LSJF01000595.2442.3908,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas sp. CCH9-H8,50,1,T1B5
LSJH01001341.3736.5248,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Xenophilus,Xylophilus ampelinus,6,1,T1B5
LSJM01000436.21720.23186,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas sp. CCH9-E2,58,1,T1B5
LT595754.1.1501,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,uncultured bacterium,53,1,T1B5
LT595866.1.1501,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,uncultured bacterium,7,1,T1B5
LT601016.1.1409,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. CCUG 58741,3,1,T1B5
LT629802.4837003.4838543,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas mucidolens,1,1,T1B5
LT718457.1.1438,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,uncultured Pseudomonas sp.,63,1,T1B5
LUKZ01000020.143.1679,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Acidovorax,Acidovorax sp. GW101-3H11,115,1,T1B5
LVLD01000001.36834.38346,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Polynucleobacter,Polynucleobacter asymbioticus,1,1,T1B5
LWCB01014742.2460.3980,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,Coelastrella sp. M60,,,5,1,T1B5
LZSL01000074.83.1611,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium setense,2,1,T1B5
MCIC01000009.3763.5299,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Hydrogenophaga,Hydrogenophaga sp. H7,52,1,T1B5
MF062564.1.1501,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Acidovorax,Acidovorax wautersii,39,1,T1B5
MF062673.1.1434,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Acidovorax,Acidovorax soli,2,1,T1B5
MF063036.1.1452,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas koreensis,7,1,T1B5
MKVD01000021.2501.4044,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Enterobacter sp. 56-7,4,1,T1B5
MLCN01000060.414.1957,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Alkanindiges,Alkanindiges sp. H1,2,1,T1B5
MORL01000132.7.1518,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Spirosomaceae,Arsenicibacter,Arsenicibacter rosenii,6,1,T1B5
MOXD01000038.104.1649,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Rahnella,Rahnella sp. J11-6,1,1,T1B5
MUFW01000004.3302.4818,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium sp. LM4,8,1,T1B5
MUFX01000002.505795.507313,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium sp. LM5,55,1,T1B5
MUJN01000004.590513.592048,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Burkholderia-Caballeronia-Paraburkholderia,Burkholderia cenocepacia,1,1,T1B5
MUUD01000056.299.1834,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Burkholderia-Caballeronia-Paraburkholderia,Burkholderia cenocepacia,8,1,T1B5
X55594.1.1456,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium gadium,2,1,T1B5
X71120.1.1532,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Aeromonas veronii,166,1,T1B5
X73043.1.1447,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Blastomonas,Blastomonas natatoria,1,1,T1B5
Z93974.1.1519,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Hydrogenophaga,uncultured bacterium,13,1,T1B5
AATO01000250.4290.5782,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,metagenome,11,1,T1B6
AB001684.22293.23786,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,Chlorella vulgaris,,,1,1,T1B6
AB003169.1.1437,Bacteria,Cyanobacteria,Oxyphotobacteria,Leptolyngbyales,Leptolyngbyaceae,Leptolyngbya PCC-6306,Phormidium sp. IAM M-99,3,1,T1B6
AB051701.1.1462,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. LAB-27,17,1,T1B6
AB093490.1.1442,Bacteria,Cyanobacteria,Oxyphotobacteria,Nostocales,Nostocaceae,Desmonostoc PCC-7422,Nostoc entophytum IAM M-267,4,1,T1B6
AB245143.1.1404,Bacteria,Cyanobacteria,Oxyphotobacteria,Leptolyngbyales,Leptolyngbyaceae,Leptolyngbya PCC-6306,Leptolyngbya boryana,2,1,T1B6
AB262734.1.1556,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus parafarraginis,4,1,T1B6
AB262735.1.1544,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus parafarraginis,2,1,T1B6
AB271047.1.1464,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Hydrogenophaga,Hydrogenophaga sp. Gsoil 1545,38,1,T1B6
AB286030.1.1463,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium,Microbacterium lacus,30,1,T1B6
AB289317.1.1531,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. Ch10048,9,1,T1B6
AB290148.1.1494,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Acidovorax,uncultured bacterium,24,1,T1B6
AB297965.1.1481,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Rhizobacter,Rhizobacter dauci,19,1,T1B6
AB297967.1.1469,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Acidovorax,Acidovorax sp. SUPP1855,27,1,T1B6
AB299582.1.1420,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,Sphingomonas sp. M30-VN10-1W,16,1,T1B6
AB302929.1.1433,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylobacterium,Methylobacterium isbiliense,1,1,T1B6
AB378587.1.1486,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Noviherbaspirillum,uncultured bacterium,4,1,T1B6
AB428667.1.1467,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Acidovorax,Acidovorax sp. SUPP 2522,16,1,T1B6
AB470443.1.1427,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Polynucleobacter,Polynucleobacter asymbioticus,30,1,T1B6
AB476705.1.1521,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Ideonella,uncultured beta proteobacterium,4,1,T1B6
AB486726.1.1351,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 13,uncultured bacterium,1,1,T1B6
AB487141.1.1377,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Noviherbaspirillum,uncultured bacterium,7,1,T1B6
AB487647.1.1354,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Noviherbaspirillum,uncultured bacterium,76,1,T1B6
AB491970.1.1525,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Noviherbaspirillum,uncultured beta proteobacterium,17,1,T1B6
AB495129.1.1498,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas koreensis,1,1,T1B6
AB552903.1.1489,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Aquabacterium,uncultured bacterium,46,1,T1B6
AB578881.1.1391,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacter,alpha proteobacterium S-18,16,1,T1B6
AB608663.1.1453,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Noviherbaspirillum,uncultured bacterium,4,1,T1B6
AB630396.1.1421,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales Incertae Sedis,Bauldia,uncultured bacterium,4,1,T1B6
AB630464.1.1453,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Rhizobacter,uncultured bacterium,15,1,T1B6
AB630561.1.1424,Bacteria,Chloroflexi,Anaerolineae,Caldilineales,Caldilineaceae,uncultured,uncultured bacterium,2,1,T1B6
AB630591.1.1440,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,uncultured bacterium,4,1,T1B6
AB630694.1.1424,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales Incertae Sedis,Bauldia,uncultured bacterium,3,1,T1B6
AB636970.1.1489,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Noviherbaspirillum,uncultured bacterium,2,1,T1B6
AB662966.1.1425,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. NCCP-201,2,1,T1B6
AB672120.1.1453,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Rhizobacter,uncultured bacterium,2,1,T1B6
AB672146.1.1457,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Rhodoferax,uncultured bacterium,2,1,T1B6
AB680089.1.1462,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas taetrolens,6,1,T1B6
AB681847.1.1454,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Hydrogenophaga,Hydrogenophaga palleronii,111,1,T1B6
AB682445.1.1460,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Polaromonas,Polaromonas jejuensis,1,1,T1B6
AB682650.1.1457,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Parasegetibacter,Parasegetibacter luojiensis,17,1,T1B6
AB695344.1.1423,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas fluorescens,13,1,T1B6
AB696062.1.1451,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Massilia,uncultured bacterium,77,1,T1B6
AB696166.1.1453,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Ramlibacter,uncultured bacterium,8,1,T1B6
AB696295.1.1470,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Noviherbaspirillum,uncultured bacterium,3,1,T1B6
AB736273.1.1482,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium,Microbacterium saccharophilum,2,1,T1B6
AB750577.1.1491,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Acidovorax,uncultured bacterium,14,1,T1B6
AB754000.1.1457,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Rhodoferax,uncultured bacterium,2,1,T1B6
AB754097.1.1457,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Rhodoferax,uncultured bacterium,1,1,T1B6
AB795551.1.1431,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Hydrogenophaga,Hydrogenophaga taeniospiralis,2,1,T1B6
AB989761.1.1421,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,uncultured bacterium,1,1,T1B6
AB991385.1.1457,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Rhodoferax,uncultured bacterium,3,1,T1B6
AF078768.1.1514,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Hydrogenophaga,Hydrogenophaga taeniospiralis,7,1,T1B6
AF132793.1.1410,Bacteria,Cyanobacteria,Oxyphotobacteria,Leptolyngbyales,Leptolyngbyaceae,Leptolyngbya PCC-6306,Leptolyngbya boryana UTEX B 485,1,1,T1B6
